ID,Quote,Author,Source,Rating,Tags,Source Type,Notes,Date Added
Q1172,"A belief may be comforting. Only through your own experience, however, does it become liberating.",Eckhart Tolle,iPhone,5,"Belief,Experience",,,2014-07-01
Q1173,"Most of what people have to say about God and the higher spiritual worlds has involved bringing them down to our level, rather than elevating our perceptions up to theirs.",Eben Alexander,iPhone,5,"God,Perspective,Spirituality",,,2014-07-01
Q1174,Expecting the world to treat you fairly because you are a good person is a little like expecting a bull not to charge at you because you are a vegetarian.,David Wholey,iPhone,5,"Fairness,Trials",,,2014-07-01
Q1175,Looking at small advantages prevents great affairs from being accomplished.,Confucius,iPhone,5,"Goals,Integrity,Perspective,Self-control",,,2014-07-01
Q1176,"The hearing that is only in the ears is one thing. The hearing in the mind is another. But the hearing of the spirit is not limited to any one faculty, to the ear, or to the mind. Hence it demands the emptiness of all the faculties. And when the faculties are empty, then the whole being listens. There is then a direct grasp of what is right there before you that can never be heard with the ear or understood with the mind.",Chuang-Tzu,iPhone,5,"Empathy,Listening,Understanding",,,2014-07-01
Q1177,"It is it is Christ himself, not the Bible, who is the true word of God. The Bible, read in the right spirit and with the guidance of good teachers, will bring us to Him.",C.S. Lewis,iPhone,5,"Christianity,Faith,Scriptures",,,2014-07-01
Q1178,The pain I feel now is the happiness I felt before.,C.S. Lewis,iPhone,5,"Regret,Sin,Tempation",,,2014-07-01
Q1179,"All you then have to do is to keep out of his mind the question """"If I, being what I am, can consider that I am in some sense a Christian, why should the different vices of those people in the next pew prove that their religion is mere hypocrisy and convention?",C.S. Lewis,iPhone,5,"Hypocrisy,Judgment",,,2014-07-01
Q1180,True humility is not thinking less of yourself; it is thinking less about yourself.,C.S. Lewis,iPhone,5,"Humility,Pride",,,2014-07-01
Q1181,"I believe in Christianity as I believe the sun had risen: not only because I see it, but because by it I see everything else.",C.S. Lewis,iPhone,5,"Christianity,Faith",,,2014-07-01
Q1182,"Emotions cycle in and cycle out. The key is to embrace them, but not attach to them. Verbally acknowledge them. Say, this is what anger feels like, this is what sadness feels like, this is what love and happiness feels like.",Buddhist Podcast,iPhone,5,"Acceptance,Emotions,Meditation,Presence,Sadness",,,2014-07-01
Q1183,All that we are is the result of what we have thought.,Buddha,iPhone,5,"Character,Thoughts",,,2014-07-01
Q1184,Holding on to anger is like grasping a hot coal with the intent of throwing it at someone else; you are the one getting burned.,Buddha,iPhone,5,Anger,,,2014-07-01
Q1185,Religion has gone from a belief of faith and mystery to certainty. I'm right you're wrong -- shut up.,Brene Brown,iPhone,5,"Ignorance,Religion,Testimony",,,2014-07-01
Q1186,Don't fake it till you make it. Fake it till you become it.,Amy Cuddy,iPhone,5,"Perserverence,Self-improvement",,,2014-07-01
Q1187,I do not like that man. I must get to know him better.,Abraham Lincoln,iPhone,5,"Judgment,Kindness,Understanding",,,2014-07-01
Q1188,"I used to think that if you cared for other people, you need to study sociology or something like it. But, I concluded, if you want to help other people, be a manager. If done well, management is among the most noble of professions.",Clayton Christensen,How Will You Measure Your Life?,5,"Business,Influence,Leadership,Management",,,2014-07-01
Q1189,The deepest principle in human nature is the craving to be appreciated. It is this urge that differentiates us from the animals. It is this urge that has been responsible for civilization itself.,William James,How to Win Friends & Influence People,5,"Appreciation,People,Praise",,,2014-07-01
Q1190,"There's magic in the phrase: """"I may be wrong. Let's examine the facts.",Dale Carnegie,How to Win Friends & Influence People,5,"Conflict,Humility,Persuasion",,,2014-07-01
Q1191,"It struck me so forcibly that I shall never forget him. He had qualities which I had never seen in any other man. Never had I seen such concentrated attention. There was none of that piercing 'soul penetrating gaze' business. His eyes were mild and genial. His voice was low and kind. His gestures were few. But the attention he gave me, his appreciation of what I said, even when I said it badly, was extraordinary. You've no idea what it meant to be listened to like that.",Dale Carnegie,How to Win Friends & Influence People,5,"Appreciation,Attention,Conversation,Empathy,Listening",,,2014-07-01
Q1192,You can make more friends in two months by becoming interested in other people than you can in two years by trying to get other people interested in you.,Dale Carnegie,How to Win Friends & Influence People,5,"Friends,Likability,Sincerity",,,2014-07-01
Q1193,"When dealing with people, let us remember we are not dealing with creatures of logic. We are dealing with creatures of emotion, creatures bristling with prejudices and motivated by pride and vanity.",Dale Carnegie,How to Win Friends & Influence People,5,"People,Persuasion,Understanding",,,2014-07-01
Q1194,I will speak ill of no man and speak all the good I know of everybody.,Benjamin Franklin,How to Win Friends & Influence People,5,"Conversation,Gossip,Praise",,,2014-07-01
Q1195,"A man's character is constantly radiating, communicating.",Stephen R. Covey,How to Succeed with People,5,"Character,Countenance",,,2014-07-01
Q1196,Most relationship problems stem from personal problems.,Stephen R. Covey,How to Succeed with People,5,"Independence,Relationships",,,2014-07-01
Q1197,"For every thousand hacking at the leaves of evil, there is one striking at the root.",Henry David Thoreau,How to Succeed with People,5,"Influence,Teaching,Virtue",,,2014-07-01
Q1198,Treat a man as he is and he will remain as he is. Treat a man as he can and should be and he will become as he can and should be.,Goethe,How to Succeed with People,5,"Influence,Mentoring",,,2014-07-01
Q1199,The greatest battles of life are fought out daily in the silent chambers of the soul.,David O. McKay,How to Succeed with People,5,"Morality,Temptation",,,2014-07-01
Q1200,"The writer of Proverbs observed that sharp people sharpen one another, just as iron sharpens iron. If you want to be a sharp thinker, be around sharp people.",John C. Maxwell,How Successful People Think,5,"Friendship,Influence,Intelligence",,,2014-07-01
Q1201,"It is the dull man who is always sure, and the sure man who is always dull. Creative people don't feel the need to stamp out uncertainty. They see all kinds of inconsitencies and gaps in life, and they often take delight in exploring those gaps.",H. L. Mencken,How Successful People Think,5,"Creativity,Curiosity,Knowledge",,,2014-07-01
Q1202,"You can accomplish anything in life, provided that you do not mind who gets the credit.",Harry S. Truman,Good to Great,5,"Achievement,Humility,Modesty",,,2014-07-01
Q1203,"My way back to Christianity was not by abstract philosophical reasoning but by experience--experience of the love of God and the presence of the Spirit, as found within the community of the faithful. I didn't reason myself into the faith.",William P. Alston,God and the Philosophers,5,"Faith,Reason",,,2014-07-01
Q1204,I suppose that one of the most persuasive arguments in favor of any religion is its ability to transform the lives of those who practice it.,Laura L. Garcia,God and the Philosophers,5,"Character,Christianity,Countenance,Religion",,,2014-07-01
Q1205,"It is Executive Presenceâ€”and no man or woman attains a top job, lands an extraordinary deal, or develops a significant following without this heady combination of confidence, poise, and authenticity that convinces the rest of us that weâ€™re in the presence of someone whoâ€™s the real deal.",Sylvia Ann Hewlett,Executive Presence,5,"Career,Presence",,,2014-07-01
Q1206,Nothing can bring you peace but yourself. Nothing can bring you peace but the triumph of principles,Ralph Waldo Emerson,Essay on Self-Reliance,5,"Character,Peace,Principles",,,2014-07-01
Q1207,"Every great man is unique. Insist on yourself. Your own gift you can present every moment with the cumulative force of a whole life's cultivation; but of the adopted talent of another, you have only an extemporaneous, half-possession.",Ralph Waldo Emerson,Essay on Self-Reliance,5,"Independence,Teaching",,,2014-07-01
Q1208,"Man is timid and apologetic; he is no longer upright; he dares not say """"I think, I am,"""" but quotes some saint or sage.",Ralph Waldo Emerson,Essay on Self-Reliance,5,"Belief,Independent Thinking,Knowledge",,,2014-07-01
Q1209,"The terror that scares us from self-trust is our consistency; a reverence for our past act or word, because the eyes of others have no other data for computing our orbit than our past acts, and we are loath to disappoint them. But with consistency, a great soul has simply nothing to do.",Ralph Waldo Emerson,Essay on Self-Reliance,5,"Consistency,Judgment",,,2014-07-01
Q1210,"Most men have bound their eyes with one or another handkerchief and attached themselves to some one of these communities of opinion. If I know their sect, I anticipate their argument. Nature is not slow to equip us in the prison-uniform of the party to which we adhere.",Ralph Waldo Emerson,Essay on Self-Reliance,5,"Conformity,Independent Thinking,Religion",,,2014-07-01
Q1211,It is easy in the world to live after the world's opinion; it is easy in solitude to live after our own; but the great man is he who in the midst of the crowd keeps with perfect sweetness the independence of solitude.,Ralph Waldo Emerson,Essay on Self-Reliance,5,"Belief,Conformity,Independence,Solitude",,,2014-07-01
Q1212,"What I must do is all that concerns me, not what the people think. It is hard, because you will always find those who think they know what is your duty better than you know it.",Ralph Waldo Emerson,Essay on Self-Reliance,5,"Independence,Judgment",,,2014-07-01
Q1213,"I do not wish to expiate, but to live. My life is for itself and not for a spectacle. I much prefer that it should be of a lower strain, so it be genuine and equal, than that it should be glittering and unsteady.",Ralph Waldo Emerson,Essay on Self-Reliance,5,"Independence,Judgment",,,2014-07-01
Q1214,"There is a time in every man's education when he arrives at the conviction that envy is ignorance; that immitation is suicide; that he must take himself for better, for worse.",Ralph Waldo Emerson,Essay on Self-Reliance,5,Self-reliance,,,2014-07-01
Q1215,"To believe your own thought, to believe that what is true for you in your private heart is true for all men--that is genius.",Ralph Waldo Emerson,Essay on Self-Reliance,5,"Belief,Introspection,Knowledge",,,2014-07-01
Q1216,"Let us buy our entrance to this guild by a long probation. Why should we desecrate noble and beautiful souls by intruding on them? Why insist on rash personal relations with your friend? Why go to his house, or know his mother and brother and sisters? Why be visited by him at your own? Are these things material to our covenant? Leave this touching and clawing. Let him be to me a spirit. A message, a thought, a sincerity, a glance from him, I want, but not news, nor pottage. I can get politics and chat, and neighborly conveniences from cheaper companions.",Ralph Waldo Emerson,Essay on Friendship,5,"Friendship,Patience",,,2014-07-01
Q1217,"Let him not cease an instant to be himself. The only joy I have in his being mine, is that the not mine is mine. I hate, where I looked for a manly furtherance, or at least a manly resistance, to find a mush of concession. Better be a nettle in the side of your friend than his echo.",Ralph Waldo Emerson,Essay on Friendship,5,"Authenticity,Friendship,Independence",,,2014-07-01
Q1218,"I find the law of one to one peremptory for conversation, which is the practice and consummation of friendship. Do not mix waters too much. You shall have very useful and cheering discourse at several times with two several men, but let all three of you come together, and you shall not have one new and hearty word. Two may talk and one may hear, but three cannot take part in a conversation of the most sincere and searching sort.",Ralph Waldo Emerson,Essay on Friendship,5,"Connection,Conversation,Friendship",,,2014-07-01
Q1219,"Every man alone is sincere. At the entrance of a second person, hypocrisy begins.",Ralph Waldo Emerson,Essay on Friendship,5,"Authenticity,Hypocrisy,Sincerity",,,2014-07-01
Q1220,"A friend is a person with I may be sincere. Before him I may think aloud. I am arrived at last in the presence of a man so real and equal, that I may drop even those undermost garments of dissimulation, courtesy, and second thought, which men never put off, and may deal with him with the simplicity and wholeness with which one chemical meets another.",Ralph Waldo Emerson,Essay on Friendship,5,"Authenticity,Friendship,Sincerity,Vulnerability",,,2014-07-01
Q1221,There are two elements that go to the composition of friendship. One is sincerity and the other is tenderness.,Ralph Waldo Emerson,Essay on Friendship,5,"Friendship,Sincerity,Tenderness",,,2014-07-01
Q1222,"I do not wish to treat friendship daintily, but with the roughest courage. When they are real, they are not glass threads or frostwork, but the solidest thing we know. The sweet sincerity of joy and peace, which I draw from this alliance with my brother's soul, is the nut itself, whereof all nature and all thought is but the husk and shell.",Ralph Waldo Emerson,Essay on Friendship,5,"Authenticity,Friendship,Joy",,,2014-07-01
Q1223,"The laws of friendship are austere and eternal, of one web with the laws of nature and of morals. But we have aimed at a swift and petty benefit, to suck a sudden sweetness. We snatch at the slowest fruit in the whole garden of God, which many summers and many winters must ripen. We seek our friend not sacredly, but with an adulterate passion which would appropriate him to ourselves. In vain.",Ralph Waldo Emerson,Essay on Friendship,5,"Friendship,Patience,Vulnerability",,,2014-07-01
Q1224,"By oldest right, by the divine affinity of virtue with itself, I find my friend, or rather not I, but the Deity in me and in them derides and cancels the thick walls of individual character, relation, age, sex, circumstance, at which he usually connives, and now makes many one.",Ralph Waldo Emerson,Essay on Friendship,5,"Connection,Countenance,Friendship",,,2014-07-01
Q1225,"What is so delicious as a just and firm encounter of two, in a thought, in a feeling? How beautiful, on their approach to this beating heart, the steps and forms of the gifted and the true! The moment we indulge our affections, the earth is metamorphosed; there is no winter, and no night; all tragedies, all ennuis, vanish,--all duties even; nothing fills the proceeding eternity but the forms all radiant of beloved persons.",Ralph Waldo Emerson,Essay on Friendship,5,"Connection,Friendship,Joy",,,2014-07-01
Q1226,The most accomplished performers have defined specific rituals in daily life where as those who are less successful do not.,James E. Loehr,Energy Addict,5,"Success,Visualization",,,2014-07-01
Q1227,"It is not the critic who counts; not the man who points out how the strong man stumbles, or where the doer of deeds could have done better. The credit belongs to the man who is actually in the arena, whose face is marred by dust and sweat and blood; who strives valiantly; who errs, who comes short again and again. It is he who at the best knows in the end the triumph of high achievement, and who at the worst, if he fails, at least fails while daring greatly.",Theodore Roosevelt,Daring Greatly,5,"Courage,Criticism,Perserverence",,,2014-07-01
Q1228,"When we stop caring about what people think, we lose our capacity for connection. When we become defined by what people think, we lose our willingness to be vulnerable. If we dismiss all the criticism, we lose out on important feedback, but if we subject ourselves to the hatefulness, our spirits get crushed. It's a tightrope, shame resilience is the balance bar, and the safety net below is the one or two people in our lives who can help us reality-check the criticism and cynicism.",Brene Brown,Daring Greatly,5,"Connection,Criticism,Vulnerability",,,2014-07-01
Q1229,"Empathy is a strange and powerful thing. There is no script. There is no right way or wrong way to do it. It's simply listening, holding space, withholding judgment, emotionally connecting, and communicating that incredibly healing message of """"You're not alone.",Brene Brown,Daring Greatly,5,"Connection,Empathy,Relationships",,,2014-07-01
Q1230,"I grew convinced that truth, sincerity, and integrity in dealings between man and man were of the utmost importance to the felicity of lifeâ€¦Revelation had, indeed, no weight with me as such; but I entertained an opinion that, though certain actions might not be bad because they were forbidden by it, or good because it commanded them, yet probably those actions might be forbidden because they were bad for us, or commanded because they were beneficial to us, in their own natures.",Benjamin Franklin,Autobiography of Benjamin Franklin,5,"Commandments,Obedience,Truth",,,2014-07-01
Q1231,"I cannot boast of much success in acquiring the reality of humility, but I had a good deal with regard to the appearance of it. I made it a rule to forbear all direct contradiction to the sentiments of others, and all positive assertion of my own. I soon found the advantage of this change in my manner; the conversations I engaged in went on more pleasantly.",Benjamin Franklin,Autobiography of Benjamin Franklin,5,"Arguments,Communication,Humility",,,2014-07-01
Q1232,"Influence upon the private character, late in life, is not only an influence late in life, but a weak influence. It is in youth that we plant our chief habits and prejudices.",Benjamin Franklin,Autobiography of Benjamin Franklin,5,"Habits,Youth",,,2014-07-01
Q1233,Calmness of mind is one of the beuatiful jewels of wisdom.,James Allen,As A Man Thinketh,5,"Calmness,Tranquility,Wisdom",,,2014-07-01
Q1234,"When a man earnestly applies himself to remedy the defects in his character, and makes swift and marked progress, he passes rapidly through a succession of vicissitudes.",James Allen,As A Man Thinketh,5,"Character,Self-improvement,Vices",,,2014-07-01
Q1235,"Ralph Roberts to the Board of Directors: """"You want me to criticize Mr. Gallagher, but I'm not going to do it. The franchise is not as important to me as this young man.",William Novak,An Incredible Dream - Comcast,5,"Forgiveness,Mentoring",,,2014-07-01
Q1236,"When Ralph greets you in the middle of a food court or a crowded convention, he gives you his full attention, without ever looking around to see who else is in the room. He really listens to what you're saying. You can see it in his eye contact and in his gestures, and you can tell it comes from his heart.",William Novak,An Incredible Dream - Comcast,5,"Conversation,Focus,Listening,Manners,Poise",,,2014-07-01
Q1237,"Ralph promised himself that if he were ever in a leadership position, he would remember how wonderful it feels when the boss knows who you are.",William Novak,An Incredible Dream - Comcast,5,Leadership,,,2014-07-01
Q1238,"Ralph Roberts didn't view leadership as being all that complicated, and when it was, he made it look easy. He ran Comcast from various places within himself--his head, his heart, his gut, and especially his personality, which was relaxed, collaborative, and generous on the surface, with a tough and more aggressive layer hidden underneath.",William Novak,An Incredible Dream - Comcast,5,"Calmness,Leadership,Poise",,,2014-07-01
Q1239,"It's a paradox that often points to success, and also to leadership--the man with superb social skills who enjoys and appreciates his fellow human beings, but does not need them to be self-sufficient.",William Novak,An Incredible Dream - Comcast,5,"Independence,Leadership,People,Solitude",,,2014-07-01
Q1241,"Washington was not a brilliant strategist or tactician, not a gifted orator, not an intellectual. At several crucial moments he had shown marked indecisiveness. He had made serious mistakes in judgment. But experience had been his great teacher from boydhood, and in this his greatest test, he learned steadily from experience. Above all, Washington never forgot what was at stake and he never gave up.",David McCullough,1776,5,"Experience,Heroes",,,2014-07-01
Q1242,"On Washington: There was no hint of arrogance. Amiable, modest, and dignified were words frequently used to describe him, and there was a softness in his eyes that people remembered. Yet he had a certain distance in manner that set him off from, or above, others. He had learned to comport himself with perfect manners and polish.",David McCullough,1776,5,"Dignity,Heroes,Humility,Poise",,,2014-07-01
Q1243,"What a soap opera life can be, even when truly would prefer an action film.",David Alan Carlston,Dave's QuoteBook,5,"Action,Attitude",,,2014-07-01
Q1244,"Often we speak to another with too much intensity, pleading subconsciously for some sort of acknowledgement, response, or receipt; the listener runs away like a chased hen.",David Alan Carlston,Dave's QuoteBook,5,"Communication,Poise,Relationships",,,2014-07-01
Q1245,"Many times our listeners tune us out before we are able to reach our point, because we begin with trite phrases, provide unecessary details, and try to explain too much.",David Alan Carlston,Dave's QuoteBook,5,Brevity,,,2014-07-01
Q1246,I have never had hunger pains sated by a complaint.,David Alan Carlston,Dave's QuoteBook,5,Complaining,,,2014-07-01
Q1247,"When we choose not to do something we know we should, we resent those that go on and do it.",David Alan Carlston,Dave's QuoteBook,5,"Regret,Resentment",,,2014-07-01
Q1248,"More and more I see how many opportunites arise, how many friendships begin, how much success is attained, and how much influence an individual has, all from the simple and intangible aura about a person known as """"vibes.",David Alan Carlston,Dave's QuoteBook,5,"Countenance,Friendship,Intuition",,,2014-07-01
Q1249,"Once while in a restaurant, Pablo Picasso was asked by a fan to draw something upon a napkin for him. When the artist finished, the fan asked, """"Great! Now how much would you want for this?"""" Forty dollars, please, replied Picasso.. That much! But it only took you a few moments! Not so my friend. It took my entire lifetime.",David Alan Carlston,Dave's QuoteBook,5,"Preparation,Work",,,2014-07-01
Q1250,"Some books are to be tasted, others to be swallowed, and some few to be chewed and digested.",Bacon,Dave's QuoteBook,5,nan,,,2014-07-01
Q1251,"Don't come to me with complaints; instead, come to me with the problem defined, and possible solutions; then we'll get somewhere.",David Alan Carlston,Dave's QuoteBook,5,"Complaining,Problems",,,2014-07-01
Q1252,"We need to turn our mirrors into windows, seeing others and not only ourselves.",David Alan Carlston,Dave's QuoteBook,5,"Charity,Humility,Others",,,2014-07-01
Q1253,"Every person deep inside has to deal with a certain loneliness; it is what people do to fill that loneliness that largely determines what kind of lives they'll lead and what kind of people they become, be it marriage, children, service, work, play, exercise, drugs booze, religion, etc.. We pretty much decide how we react to life, and that makes all the difference.",David Alan Carlston,Dave's QuoteBook,5,"Choices,Loneliness",,,2014-07-01
Q1254,"Poise is the presence of mind to speak softly, strongly, and seldom. Be brief, specific, discreet, and to the point. Stand firmly in your place, give a firm handshake, and look everyone straight in the eye. Do not fret about your social standing, do what it takes to earn real merit. Do not complain, do not criticize, and avoid talking about other people, good or bad. Calmly offer opinions with sensitivity when asked. Smile, be sincerely interested in others, and remember their names and current situations. Radiate confidence and warmth. Always be aware of surroundings. Come prepared. Keep excellent company. Remain clean, sharp, healthy, fit and full of class. This is poise.",David Alan Carlston,Dave's QuoteBook,5,Poise,,,2014-07-01
Q1255,Quiet people aren't the only ones who don't say much.,David Alan Carlston,Dave's QuoteBook,5,"Brevity,Prudence",,,2014-07-01
Q1256,"Forgive, forget, and forge ahead.",David Alan Carlston,Dave's QuoteBook,5,Forgiveness,,,2014-07-01
Q1257,"It is astonishing how the world makes way for a resolute soul, and how obstacles get out of the path of a determined man who believes in himself.",David Alan Carlston,Dave's QuoteBook,5,"Confidence,Determination,Obstacles",,,2014-07-01
Q1258,"It is good to aim for success, but it takes courage to pull the trigger.",David Alan Carlston,Dave's QuoteBook,5,"Courage,Success",,,2014-07-01
Q1259,Discretion means never revealing sensitive information simply for sake of conversation.,David Alan Carlston,Dave's QuoteBook,5,"Discretion,Prudence,Trust",,,2014-07-01
Q1260,Maturity is the ability to postpone instant gratification for a greater goal or purpose.,David Alan Carlston,Dave's QuoteBook,5,"Discipline,Willpower,Wisdom",,,2014-07-01
Q1261,"The people who get ahead perform each task well, no matter what it may be or how mundane it may actually be.",David Alan Carlston,Dave's QuoteBook,5,"Performance,Success,Work",,,2014-07-01
Q1262,"One must communicate """"Nice to meet you; now know that I am a force to be reckoned with!"""" through a handshake.",David Alan Carlston,Dave's QuoteBook,5,"Confidence,First Impressions,Poise",,,2014-07-01
Q1263,Don't apologize for interruptingâ€”just don't do it.,David Alan Carlston,Dave's QuoteBook,5,"Conversation,Manners",,,2014-07-01
Q1264,"Force will not accomplish anything that is permanent. Real change and true motivation must come from inside. There must be an """"internal snap.",David Alan Carlston,Dave's QuoteBook,5,"Motivation,Perspective,Self-improvement",,,2014-07-01
Q1265,Never let your analysis cause paralysis in your decision-making.,David Alan Carlston,Dave's QuoteBook,5,Decisions,,,2014-07-01
Q1266,"Take a confident stance; don't move. Stand as if you are fastened to the floor with steel clamps. Thus you present people with an image of attention, confidence, and power.",David Alan Carlston,Dave's QuoteBook,5,"Confidence,Poise",,,2014-07-01
Q1267,I have yet to see a referee change a call because of an insult.,David Alan Carlston,Dave's QuoteBook,5,"Complaining,Criticism,Influence",,,2014-07-01
Q1268,Often blissful ignorance is masked irresponsibility.,David Alan Carlston,Dave's QuoteBook,5,Ignorance,,,2014-07-01
Q1269,"Sometimes making your point is like hammering a nail; once you've driven it in, additional strokes simply do damage.",David Alan Carlston,Dave's QuoteBook,5,"Arguments,Persuasion",,,2014-07-01
Q1270,"One """"Thank you"""" at the right time is all that is needed.",David Alan Carlston,Dave's QuoteBook,5,"Gratitude,Relationships",,,2014-07-01
Q1271,I simply quote others to better express myself.,David Alan Carlston,Dave's QuoteBook,5,Quotes,,,2014-07-01
Q1272,"How many times have you worked long and hard all morning, and when finally you set down your work and rest, your boss walks in? In his mind all he can see you doing all morning was the image he sees at that ill-timed moment. In an instant, we can lose trust, esteem, and respect, if we are not careful and constant.",David Alan Carlston,Dave's QuoteBook,5,"Consistency,Work",,,2014-07-01
Q1273,Effective leadership begins on the inside and moves out. Only people who genuinely like themselves can build the self-esteem of others without feeling that it takes something away from them.,Ken Blanchard,Dave's QuoteBook,5,"Influence,Leadership,Self-esteem",,,2014-07-01
Q1274,Choose what you love and love what you choose.,Lao Te Ching,Dave's QuoteBook,5,Love,,,2014-07-01
Q1275,"Go as far as you can see and when you get there, you will always be able to see farther.",Zig Ziglar,Dave's QuoteBook,5,"Career,Success",,,2014-07-01
Q1276,More people are flattered into virtue rather than bullied out of vice.,R.S. Surtees,Dave's QuoteBook,5,"Influence,Virtue",,,2014-07-01
Q1277,"I am constantly amazed at how one can see in the eyes of another so many intangible things, simply by paying attention. Motives can be sensed. A shallow, materialistic, competitive and threatened person can rarely hide it. Often the voice indicates the level of confidence in the person. I truly believe that character, acts, habits, and thoughts all eventually some to surface in a person's countenance.",David Alan Carlston,Dave's QuoteBook,5,"Intuition,Observation,Understanding",,,2014-07-01
Q1278,Seems to me that our greatest joys and deepest sorrows come from our relationships with others.,David Alan Carlston,Dave's QuoteBook,5,"Friendship,Joy,Relationships",,,2014-07-01
Q1279,"It's important to our friends to believe that we are unreservedly frank with them, and important to friendship that we are not.",Mignon McLaughlin,Dave's QuoteBook,5,"Criticism,Feedback,Friendship",,,2014-07-01
Q1280,There are two ways of spreading light: to be the candle or the mirror that reflects it.,Edith Wharton,Dave's QuoteBook,5,"Influence,Light,Teaching",,,2014-07-01
Q1281,There is a side of friendship that develops better and stronger by correspondence than contact... The absence of the flesh in writing perhaps brings souls nearer.,Emily Carr,Dave's QuoteBook,5,"Communication,Friendship,Writing",,,2014-07-01
Q1282,His past was no more to him than the eggshell is to the eagle.,Margaret Deland,Dave's QuoteBook,5,"Experience,Mistakes,Regret",,,2014-07-01
Q1283,"Never regret. If it's good, it's wonderful. If it's bad, it's experience.",Victoria Holt,Dave's QuoteBook,5,"Experience,Optimism,Regret",,,2014-07-01
Q1284,"He that is good will infallibly become better, and he that is bad will as certainly become worse; for vice, virtue, and time are three things that never stand still.",Colton,Dave's QuoteBook,5,"Self-improvement,Vices,Virtue",,,2014-07-01
Q1285,To be simple is to be great.,Emerson,Dave's QuoteBook,5,"Greatness,Humility,Simplicity",,,2014-07-01
Q1286,Good manners are made up of petty sacrifices.,Emerson,Dave's QuoteBook,5,Manners,,,2014-07-01
Q1287,"Trust the intangible... I have found that while people can say just about anything, vibes don't lie.",David Alan Carlston,Dave's QuoteBook,5,"Intuition,Others,Trust",,,2014-07-01
Q1288,"There is as much difference between pride and dignity, as there is between power and authority.",Chesterfield,Dave's QuoteBook,5,"Dignity,Power,Pride",,,2014-07-01
Q1289,"Nothing is more disagreeable nor irksome to the company than to hear a man either praising or condemning himself; for both proceed from the same motive, vanity.",Chesterfield,Dave's QuoteBook,5,"Bragging,Pride,Vanity",,,2014-07-01
Q1290,"Endeavor to possess yourself with coolness and steadiness. Speak to the King with full as little concern as you would to your equals. This is the distinguishing characteristic of a gentleman, and a man of the world.",Chesterfield,Dave's QuoteBook,5,"Composure,Poise,Presence",,,2014-07-01
Q1291,"Though you will not be able, perhaps, to make your way at first into the best company, it is always in your power to avoid bad.",Chesterfield,Dave's QuoteBook,5,"Friends,Influence",,,2014-07-01
Q1292,Vivacity and wit make a man shine in company; but trite jokes and loud laughter reduce him.,Chesterfield,Dave's QuoteBook,5,"Humor,Laughter,Wit",,,2014-07-01
Q1293,"Keep your serious views secret. Trust those only to some tried friend more experienced than yourself, and who, being in a different walk of life from you, is not likely to become your rival; for I would not advise you to depend so much upon the heroic virtue of mankind as to hope or believe that your competitor will ever be your friend, as to the object of that competition.",Chesterfield,Dave's QuoteBook,5,"Friendship,Mentoring,Privateness",,,2014-07-01
Q1294,"Talk often, but never long.",Chesterfield,Dave's QuoteBook,5,"Brevity,Conversation,Speaking",,,2014-07-01
Q1295,"Depend upon it, you will sink or rise to the level of the company which you commonly keep.",Chesterfield,iPhone,5,"Character,Friends,Influence",,,2014-07-01
Q1296,A good heart desires rather to conceal than expose other people's weaknesses or misfortunes.,Chesterfield,Dave's QuoteBook,5,"Gossip,Judging",,,2014-07-01
Q1297,"Cultivated people are not dazzled by superior rank; they know and pay all the respect that is due to it, but they do it without being disconcerted, and can converse just as easily with a king as with any one of his subjects.",Chesterfield,Dave's QuoteBook,5,"Conversation,Poise,Respect",,,2014-07-01
Q1298,"Observe carefully what displeases or pleases you in others, and be persuaded that, in general, the same thing will please or displease them in you.",Chesterfield,Dave's QuoteBook,5,"Observation,Poise,Self-improvement",,,2014-07-01
Q1299,"The more you know, the more modest you should be.",Chesterfield,iPhone,5,"Humility,Leadership",,,2014-07-01
Q1300,"Excellencies, if they are real, they will infallibly be discovered, without your pointing them out yourself, and with much more advantage.",Chesterfield,Dave's QuoteBook,5,"Pride,Recognition",,,2014-07-01
Q1301,"Endeavor, as much as you can, to keep company with people above you. There you rise, as much as you sink with people below you; for you are whatever the company you keep is.",Chesterfield,Dave's QuoteBook,5,"Friends,Influence,Self-improvement",,,2014-07-01
Q1302,"Do not let your vanity, and self-love, make you suppose that people become your friends at first sight, or even upon a short acquaintance. Real friendship is a slow grower; and never thrives, unless ingrafted upon a stock of known and reciprocal merit.",Chesterfield,Dave's QuoteBook,5,"Friendship,Vanity",,,2014-07-01
Q1303,"I have known many a man, from his awkwardness, give people such a dislike of him at first, that all his merit could not get the better of it afterwards.",Chesterfield,Dave's QuoteBook,5,"Composure,Reputation",,,2014-07-01
Q1304,A real well-[mannered] man would speak to all the kings in the world with as little concern and as much ease as he would speak to you.,Chesterfield,Dave's QuoteBook,5,"Composure,Gentleman",,,2014-07-01
Q1305,"As learning, honour, and virtue are absolutely necessary to gain you the esteem and admiration of mankind, politeness and good manners are equally necessary to make you welcome and agreeable in conversation and common life.",Chesterfield,Dave's QuoteBook,5,"Character,Conversation,Manners",,,2014-07-01
